1.000000000000000000e+00,6.716872246926048895e-01
7.157120464336547139e-01,2.689896967409492468e-01
6.467715110852301219e-01,7.968248573149102620e-01
5.857482660210123759e-01,1.558332496216306984e-01
3.465070769973246367e-01,3.974031543645794445e-02
3.130583906957764007e-01,8.134159440030462873e-01
1.891558566015323628e-01,6.716042594252267239e-01
6.347310626250889376e-01,2.035261461245163328e-01
6.609082460154048766e-01,3.949240516512143029e-01
5.343422192287246991e-02,3.905983650206764635e-01
2.601831778891217639e-01,4.477062110923739624e-01
4.901180707453877128e-01,2.386705484357043439e-01
4.419657442240833289e-02,3.646909337025847631e-01
6.869144304784833288e-01,9.584633477552556569e-01
9.193471480776530536e-01,1.803020416236445767e-01
9.580250721705892147e-02,6.995068947967523210e-01
4.377422742585380944e-02,6.588274284375957024e-02
6.138676323242633348e-01,4.794215640903748965e-01
8.326978545495816730e-01,5.260839797255337791e-01
1.000000000000000000e+00,6.716872246926048895e-01
2.306606734318562002e-01,5.276437254390839993e-01
8.601124469820339291e-01,9.975210254096413820e-01
5.478594254428990062e-01,5.027096498603980113e-01
9.258090881833583863e-01,6.592057984866241949e-01
6.235887933870807309e-01,1.368638803412704774e-01
0.000000000000000000e+00,8.821862115766222479e-01
3.832988365015999738e-02,4.226772254978212184e-01
4.896095286470595886e-01,2.017160675247755552e-01
9.542257082417642255e-01,9.131844559060761091e-01
1.740388004543572953e-01,9.706056286689447310e-01
8.090747954833198141e-02,1.759251369239349383e-01
5.099209726136475496e-01,6.054533937747725858e-01
9.754998852932270648e-01,7.364179136787438740e-01
9.059735231272842970e-01,6.284827383918091259e-01
8.833209414265598136e-01,9.919441768963613293e-02
1.852321586593973779e-01,4.270803978281672020e-01
8.379146939120795112e-01,9.020364949278294464e-01
3.481794804647335151e-01,7.325595515391536416e-02
4.408358792485218003e-01,9.386925207602017096e-01
4.005541411717891132e-01,3.432599477667535037e-01
3.130583906957764007e-01,8.134159440030462873e-01
4.379964661796627579e-01,8.395036386592579225e-01
9.750769680926281158e-01,9.985284944536703122e-01
1.818842418952848206e-01,7.335537982237226862e-01
4.606415979466143007e-01,6.697538166865492082e-01
1.795466252805425211e-01,4.036565361459253931e-01
5.704528989868682398e-01,3.216525640198182878e-01
6.610162737558519241e-01,8.292274878033477625e-01
1.852776196389294694e-01,6.268626503763159441e-01
4.961672736378239246e-02,1.163213987436862301e-01
8.427099185592201724e-01,5.787486425691982239e-01
4.973961526023581992e-02,6.922014734094780741e-02
6.631028647092425121e-01,6.479228841269044636e-01
6.042557061641600225e-01,4.806672065813359374e-01
5.249111411504312485e-01,3.678971941741573937e-01
6.138676323242633348e-01,4.794215640903748965e-01
7.103893563702792791e-02,1.188653905120611032e-01
1.807069531730265410e-01,3.139355604177985759e-01
5.063227000437786618e-01,5.319097611220896527e-01
2.712224992373425958e-01,7.022109175774451373e-01
8.483122030059925267e-01,1.751997812937780563e-01
5.500809566460770350e-01,6.237506420392392448e-01
0.000000000000000000e+00,8.821862115766222479e-01
8.565014233054922543e-02,5.896889250052332887e-01
5.099209726136475496e-01,6.054533937747725858e-01
4.896095286470595886e-01,2.017160675247755552e-01
9.332385913249497955e-01,2.952987552022108830e-01
3.302418788831352203e-01,2.672497516610506385e-01
9.542257082417642255e-01,9.131844559060761091e-01
5.748872529220147021e-01,9.127473215609168689e-01
5.995004205219953697e-01,8.045349084833208764e-01
4.879444681808702833e-01,1.169711838198768949e-01
1.018018868579234210e-01,5.473354950430449062e-01
6.889173807343564881e-01,6.777430359321841291e-02
1.917044184412385055e-01,7.505449831414438000e-01
4.327598946189048501e-01,2.833290462221388917e-01
5.033959600047809291e-01,3.759031016984767937e-01
2.056779495910876776e-01,1.210834509714212442e-01
6.763703679318452400e-01,3.269291265008987812e-01
